Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
gmp,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.7-5,NA,R (>= 3.5.0),methods,NA,"Rmpfr, MASS, round",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
GO.db,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.18.0,NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.63.2)",NA,NA,DBI,NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
goftest,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2-3,NA,R (>= 3.3),stats,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
GOfuncR,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.22.2,NA,"R (>= 3.4), vioplot (>= 0.2),","Rcpp (>= 0.11.5), mapplots (>= 1.5), gtools (>= 3.5.0),
GenomicRanges (>= 1.28.4), IRanges, AnnotationDbi, utils,
grDevices, graphics, stats,",Rcpp,"Homo.sapiens, BiocStyle, knitr, markdown, rmarkdown, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
googledrive,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.1,NA,R (>= 3.6),"cli (>= 3.0.0), gargle (>= 1.5.0), glue (>= 1.4.2), httr,
jsonlite, lifecycle, magrittr, pillar (>= 1.9.0), purrr (>=
1.0.1), rlang (>= 1.0.2), tibble (>= 2.0.0), utils, uuid, vctrs
(>= 0.3.0), withr",NA,"curl, dplyr (>= 1.0.0), knitr, mockr, rmarkdown, spelling,
testthat (>= 3.1.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
googlesheets4,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1.1,NA,R (>= 3.6),"cellranger, cli (>= 3.0.0), curl, gargle (>= 1.5.0), glue (>=
1.3.0), googledrive (>= 2.1.0), httr, ids, lifecycle, magrittr,
methods, purrr, rematch2, rlang (>= 1.0.2), tibble (>= 2.1.1),
utils, vctrs (>= 0.2.3), withr",NA,"readr, rmarkdown, spelling, testthat (>= 3.1.7)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
GOSemSim,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.28.1,NA,R (>= 3.5.0),"AnnotationDbi, GO.db, methods, rlang, stats, utils,
yulab.utils",Rcpp,"AnnotationHub, BiocManager, clusterProfiler, DOSE, knitr,
readr, rmarkdown, org.Hs.eg.db, prettydoc, testthat, tidyr,
tidyselect, ROCR",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
GPArotation,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2025.3-1,NA,R (>= 2.0.0),stats,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
gplots,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.2.0,NA,R (>= 3.0),"gtools, stats, caTools, KernSmooth, methods",NA,"grid, MASS, knitr, rmarkdown, r2d2, nlme",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
graph,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.80.0,NA,"R (>= 2.10), methods, BiocGenerics (>= 0.13.11)","stats, stats4, utils",NA,"SparseM (>= 0.36), XML, RBGL, RUnit, cluster, BiocStyle,
knitr",Rgraphviz,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
graphics,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,grDevices,NA,NA,NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
graphite,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.48.0,NA,"R (>= 4.2), methods","AnnotationDbi, graph (>= 1.67.1), httr, rappdirs, stats,
utils, graphics, rlang, purrr",NA,"checkmate, a4Preproc, ALL, BiocStyle, codetools,
hgu133plus2.db, hgu95av2.db, impute, knitr, org.Hs.eg.db,
parallel, R.rsp, RCy3, rmarkdown, SPIA (>= 2.2), testthat,
topologyGSA (>= 1.4.0)",NA,AGPL-3,NA,NA,NA,NA,no,4.3.3
graphlayouts,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.2,NA,R (>= 3.6.0),"igraph (>= 2.0.0), Rcpp","Rcpp, RcppArmadillo","testthat, ggplot2, uwot, oaqc",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
grDevices,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,NA,NA,KernSmooth,NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
grid,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,"grDevices, utils",NA,NA,NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
gridExtra,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.3,NA,NA,"gtable, grid, grDevices, graphics, utils",NA,"ggplot2, egg, lattice, knitr, testthat",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
gridGraphics,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.5-1,NA,"grid, graphics",grDevices,NA,"magick (>= 1.3), pdftools (>= 1.6)",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
grr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.9.5,NA,R (>= 3.0.0),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
GSEABase,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.64.0,NA,"R (>= 2.6.0), BiocGenerics (>= 0.13.8), Biobase (>= 2.17.8),
annotate (>= 1.45.3), methods, graph (>= 1.37.2)","AnnotationDbi, XML",NA,"hgu95av2.db, GO.db, org.Hs.eg.db, Rgraphviz, ReportingTools,
testthat, BiocStyle, knitr, RUnit",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
gson,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1.0,NA,NA,"jsonlite, methods, rlang, stats, tidyr, utils",NA,NA,NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
gsubfn,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.7,NA,proto,NA,NA,"boot, chron, grid, lattice, quantreg, svUnit, tcltk, zoo",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
gtable,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.6,NA,R (>= 4.0),"cli, glue, grid, lifecycle, rlang (>= 1.1.0), stats",NA,"covr, ggplot2, knitr, profvis, rmarkdown, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
gtools,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.9.5,NA,"methods, stats, utils",NA,NA,"car, gplots, knitr, rstudioapi, SGP, taxize",NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
HardyWeinberg,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.7.8,NA,"R (>= 1.8.0), mice, nnet, Rsolnp, shape",Rcpp,Rcpp,"knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
harmony,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.3,NA,"R(>= 3.5.0), Rcpp","dplyr, cowplot, ggplot2, Matrix, methods, tibble, rlang,
RhpcBLASctl","Rcpp, RcppArmadillo, RcppProgress","SingleCellExperiment, Seurat (>= 4.1.1), testthat, knitr,
rmarkdown, ggthemes, ggrepel, patchwork, tidyverse, tidyr,
data.table",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
haven,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.5.4,NA,R (>= 3.6),"cli (>= 3.0.0), forcats (>= 0.2.0), hms, lifecycle, methods,
readr (>= 0.1.0), rlang (>= 0.4.0), tibble, tidyselect, vctrs
(>= 0.3.0)",cpp11,"covr, crayon, fs, knitr, pillar (>= 1.4.0), rmarkdown,
testthat (>= 3.0.0), utf8",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
HDF5Array,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.30.1,NA,"R (>= 3.4), methods, DelayedArray (>= 0.27.2), rhdf5 (>=
2.31.6)","utils, stats, tools, Matrix, rhdf5filters, BiocGenerics (>=
0.31.5), S4Vectors, IRanges, S4Arrays (>= 1.1.1)","S4Vectors (>= 0.27.13), Rhdf5lib","BiocParallel, GenomicRanges, SummarizedExperiment (>=
1.15.1), h5vcData, ExperimentHub, TENxBrainData, zellkonverter,
GenomicFeatures, RUnit, SingleCellExperiment,
DelayedMatrixStats, genefilter",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
hdf5r,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.12,NA,"R (>= 3.2.2), methods","R6, bit64, utils",NA,"testthat, knitr, rmarkdown, nycflights13, reshape2, formatR,",NA,Apache License 2.0 | file LICENSE,NA,NA,NA,NA,yes,4.3.3
HDO.db,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.99.1,NA,R (>= 4.2.0),"AnnotationDbi, methods, utils",NA,"rmarkdown, knitr, testthat (>= 3.0.0)",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
hdWGCNA,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.01,NA,"R (>= 3.5.0), harmony (>= 1.0.1), Seurat (>= 4.0.0), ggrepel
(>= 0.9.0), WGCNA, igraph","WGCNA, Seurat, Matrix, harmony, igraph, ggplot2, dplyr,
tester, proxy",NA,testthat (>= 3.0.0),NA,GNU GPLv3,NA,NA,NA,NA,no,4.3.3
heplots,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.7.4,NA,"R (>= 4.1.0), broom","car, MASS, graphics, grDevices, stats, magrittr, purrr, rgl,
tibble",NA,"candisc, carData, effects, reshape, gplots, nlme, lattice,
reshape2, corrgram, animation, mvinfluence, knitr, litedown,
rmarkdown, markdown, dplyr, tidyr, ggplot2, bookdown,
patchwork, tinytable, glue, here, Sleuth2, rrcov, archdata,
qqtest, vcdExtra, R.rsp, KernSmooth, aplpack, foreign",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
here,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.1,NA,NA,rprojroot (>= 2.0.2),NA,"conflicted, covr, fs, knitr, palmerpenguins, plyr, readr,
rlang, rmarkdown, testthat, uuid, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
hexbin,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.28.5,NA,"R (>= 2.0.1), methods","lattice, grid, graphics, grDevices, stats, utils",NA,"marray, affy, Biobase, limma, knitr",NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
highr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.11,NA,R (>= 3.3.0),xfun (>= 0.18),NA,"knitr, markdown, testit",NA,GPL,NA,NA,NA,NA,no,4.3.3
Hmisc,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,5.2-3,NA,R (>= 4.2.0),"methods, ggplot2, cluster, rpart, nnet, foreign, gtable, grid,
gridExtra, data.table, htmlTable (>= 1.11.0), viridis,
htmltools, base64enc, colorspace, rmarkdown, knitr, Formula",NA,"survival, qreport, acepack, chron, rms, mice, rstudioapi,
tables, plotly (>= 4.5.6), rlang, plyr, VGAM, leaps, pcaPP,
digest, parallel, polspline, abind, kableExtra, rio, lattice,
latticeExtra, gt, sparkline, jsonlite, htmlwidgets, qs,
getPass, keyring, safer, htm2txt",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
hms,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1.3,NA,NA,"lifecycle, methods, pkgconfig, rlang (>= 1.0.2), vctrs (>=
0.3.8)",NA,"crayon, lubridate, pillar (>= 1.1.0), testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.1
htmlTable,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.4.3,NA,R (>= 4.1),"stringr, knitr (>= 1.6), magrittr (>= 1.5), methods,
checkmate, htmlwidgets, htmltools, rstudioapi (>= 0.6)",NA,"testthat, XML, xml2, Hmisc, rmarkdown, chron, lubridate,
tibble, purrr, tidyselect, glue, rlang, tidyr (>= 0.7.2), dplyr
(>= 0.7.4)",NA,GPL (>= 3),NA,NA,NA,NA,no,4.3.3
htmltools,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.5.8.1,NA,R (>= 2.14.1),"base64enc, digest, fastmap (>= 1.1.0), grDevices, rlang (>=
1.0.0), utils",NA,"Cairo, markdown, ragg, shiny, testthat, withr",knitr,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
htmlwidgets,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.6.4,NA,NA,"grDevices, htmltools (>= 0.5.7), jsonlite (>= 0.9.16), knitr
(>= 1.8), rmarkdown, yaml",NA,testthat,shiny (>= 1.1),MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
httpuv,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.6.16,NA,R (>= 2.15.1),"later (>= 0.8.0), promises, R6, Rcpp (>= 1.0.7), utils","later, Rcpp","callr, curl, jsonlite, testthat, websocket",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,4.3.3
httr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4.7,NA,R (>= 3.5),"curl (>= 5.0.2), jsonlite, mime, openssl (>= 0.8), R6",NA,"covr, httpuv, jpeg, knitr, png, readr, rmarkdown, testthat
(>= 0.8.0), xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.1
httr2,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1.2,NA,R (>= 4.0),"cli (>= 3.0.0), curl (>= 6.2.1), glue, lifecycle, magrittr,
openssl, R6, rappdirs, rlang (>= 1.1.0), vctrs (>= 0.6.3),
withr",NA,"askpass, bench, clipr, covr, docopt, httpuv, jose, jsonlite,
knitr, later (>= 1.4.0), nanonext, paws.common, promises,
rmarkdown, testthat (>= 3.1.8), tibble, webfakes, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
hwriter,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.2.1,NA,R (>= 2.6.0),NA,NA,NA,NA,LGPL-2.1,NA,NA,NA,NA,no,4.3.3
ica,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0-3,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
ids,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.1,NA,NA,"openssl, uuid",NA,"knitr, rcorpora, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
igraph,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.1.4,NA,"methods, R (>= 3.5.0)","cli, graphics, grDevices, lifecycle, magrittr, Matrix,
pkgconfig (>= 2.0.0), rlang, stats, utils, vctrs",cpp11 (>= 0.5.0),"ape (>= 5.7-0.1), callr, decor, digest, igraphdata, knitr,
rgl (>= 1.3.14), rmarkdown, scales, stats4, tcltk, testthat,
vdiffr, withr",graph,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
impute,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.76.0,NA,R (>= 2.10),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,4.3.2
ini,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.1,NA,NA,NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,no,4.3.3
inline,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.21,NA,NA,methods,NA,"Rcpp, tinytest",NA,LGPL,NA,NA,NA,NA,no,4.3.3
insight,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.0,NA,R (>= 3.6),"methods, stats, utils",NA,"AER, afex, aod, ape, BayesFactor, bayestestR, bbmle,
bdsmatrix, betareg, bife, biglm, BH, blavaan (>= 0.5-5), blme,
boot, brms, broom, car, carData, censReg, cgam, clubSandwich,
cobalt, coxme, cplm, crch, curl, datawizard, effectsize,
emmeans, epiR, estimatr, feisr, fixest (>= 0.11.2), fungible,
fwb, gam, gamlss, gamlss.data, gamm4, gbm, gee, geepack, geoR,
GLMMadaptive, glmmTMB (>= 1.1.10), glmtoolbox, gmnl, grDevices,
gt, httptest2, httr2, interp, ivreg, JM, knitr, lavaan,
lavaSearch2, lfe, lme4, lmerTest, lmtest, logistf, logitr,
marginaleffects (>= 0.25.0), MASS, Matrix, mclogit, mclust,
MCMCglmm, merTools, metaBMA, metadat, metafor, metaplus, mgcv,
mice (>= 3.17.0), mlogit, mmrm, modelbased (>= 0.9.0), multgee,
MuMIn, nestedLogit, nlme, nnet, nonnest2, ordinal, panelr,
parameters, parsnip, pbkrtest, performance, phylolm, plm,
poorman, PROreg (>= 1.3.0), pscl, psych, quantreg, Rcpp,
RcppEigen, rmarkdown, rms, robustbase, robustlmm, rpart,
rstanarm (>= 2.21.1), rstantools (>= 2.1.0), rstudioapi,
RWiener, sandwich, serp, speedglm, splines, statmod, survey,
survival, svylme, testthat, tinytable (>= 0.8.0), TMB,
truncreg, tune, tweedie, VGAM, WeightIt, withr",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
interactiveDisplayBase,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.40.0,NA,"R (>= 2.10), methods, BiocGenerics","shiny, DT",NA,"knitr, markdown",rstudioapi,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
invgamma,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,4.3.3
IRanges,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.36.0,NA,"R (>= 4.0.0), methods, utils, stats, BiocGenerics (>= 0.39.2),
S4Vectors (>= 0.33.3)",stats4,S4Vectors,"XVector, GenomicRanges, Rsamtools, GenomicAlignments,
GenomicFeatures, BSgenome.Celegans.UCSC.ce2, pasillaBamSubset,
RUnit, BiocStyle",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.2
irlba,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.3.5.1,NA,"R (>= 3.6.2), Matrix","stats, methods",Matrix,NA,NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
isoband,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.7,NA,NA,"grid, utils",NA,"covr, ggplot2, knitr, magick, microbenchmark, rmarkdown, sf,
testthat, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.1
iterators,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.14,NA,"R (>= 2.5.0), utils",NA,NA,"RUnit, foreach",NA,Apache License (== 2.0),NA,NA,NA,NA,no,4.3.3
JASPAR2020,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.99.10,NA,"R (>= 3.6.0), methods",NA,NA,"knitr, rmarkdown, TFBSTools (>= 1.23.1)",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
JASPAR2024,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.99.6,NA,"R (>= 4.3.0), methods, BiocFileCache, utils",NA,NA,"knitr, rmarkdown, BiocStyle, RSQLite",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
jomo,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.7-6,NA,NA,"stats, lme4, survival, MASS, ordinal, tibble",NA,mitml,NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
jquerylib,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1.4,NA,NA,htmltools,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
jsonlite,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.0.0,NA,methods,NA,NA,"httr, vctrs, testthat, knitr, rmarkdown, R.rsp, sf",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
KEGGgraph,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.62.0,NA,R (>= 3.5.0),"methods, XML (>= 2.3-0), graph, utils, RCurl, Rgraphviz",NA,"RBGL, testthat, RColorBrewer, org.Hs.eg.db, hgu133plus2.db,
SPIA",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
KEGGREST,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.42.0,NA,R (>= 3.5.0),"methods, httr, png, Biostrings",NA,"RUnit, BiocGenerics, knitr, markdown",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.2
kernlab,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.9-33,NA,R (>= 2.10),"methods, stats, grDevices, graphics",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,4.3.3
KernSmooth,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.23-26,recommended,"R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,Unlimited,NA,NA,NA,NA,yes,4.3.3
knitr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.50,NA,R (>= 3.6.0),"evaluate (>= 0.15), highr (>= 0.11), methods, tools, xfun (>=
0.51), yaml (>= 2.1.19)",NA,"bslib, codetools, DBI (>= 0.4-1), digest, formatR, gifski,
gridSVG, htmlwidgets (>= 0.7), jpeg, JuliaCall (>= 0.11.1),
magick, litedown, markdown (>= 1.3), png, ragg, reticulate (>=
1.4), rgl (>= 0.95.1201), rlang, rmarkdown, sass, showtext,
styler (>= 1.2.0), targets (>= 0.6.0), testit, tibble,
tikzDevice (>= 0.10), tinytex (>= 0.56), webshot, rstudioapi,
svglite",NA,GPL,NA,NA,NA,NA,no,4.3.3
knn.covertree,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0,NA,NA,"Rcpp (>= 1.0.2), RcppEigen (>= 0.3.3.5.0), Matrix, methods","Rcpp, RcppEigen","testthat, FNN",NA,AGPL-3,NA,NA,NA,NA,yes,4.3.3
ks,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.15.0,NA,R (>= 2.10.0),"FNN (>= 1.1), kernlab, KernSmooth (>= 2.22), Matrix, mclust,
mgcv, multicool, mvtnorm (>= 1.0-0), pracma",NA,"geometry, MASS, misc3d (>= 0.4-0), oz, plot3D, rgl (>= 0.66)",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.3.3
labeling,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.3,NA,NA,"stats, graphics",NA,NA,NA,MIT + file LICENSE | Unlimited,NA,NA,NA,NA,no,4.3.1
laeken,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.5.3,NA,R (>= 3.2.0),"boot, MASS",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
lambda.r,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.4,NA,R (>= 3.0.0),formatR,NA,testit,NA,LGPL-3,NA,NA,NA,NA,no,4.3.1
later,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4.2,NA,NA,"Rcpp (>= 0.12.9), rlang",Rcpp,"knitr, nanonext, R6, rmarkdown, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
lattice,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.22-7,recommended,R (>= 4.0.0),"grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra, colorspace","chron, zoo",GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
lazyeval,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.2,NA,R (>= 3.1.0),NA,NA,"knitr, rmarkdown (>= 0.2.65), testthat, covr",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
leaps,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.2,NA,,NA,NA,biglm,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
leiden,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.3.1,NA,NA,"methods, reticulate, Matrix, igraph (>= 1.2.7)",NA,"bipartite, covr, data.table, devtools, graphsim, knitr,
markdown, multiplex, multinet, network, qpdf, RColorBrewer,
remotes, rmarkdown, spelling, testthat, tibble",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,4.3.3
leidenbase,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1.35,NA,R (>= 3.5.0),igraph (>= 0.9.0),NA,"rmarkdown, knitr, testthat (>= 3.1.0), pandoc",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
lifecycle,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.4,NA,R (>= 3.6),"cli (>= 3.4.0), glue, rlang (>= 1.1.0)",NA,"covr, crayon, knitr, lintr, rmarkdown, testthat (>= 3.0.1),
tibble, tidyverse, tools, vctrs, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
limma,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.58.1,NA,R (>= 3.6.0),"grDevices, graphics, stats, utils, methods, statmod",NA,"BiasedUrn, ellipse, gplots, knitr, locfit, MASS, splines,
affy, AnnotationDbi, Biobase, BiocStyle, GO.db, illuminaio,
org.Hs.eg.db, vsn",NA,GPL (>=2),NA,NA,NA,NA,yes,4.3.3
listenv,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.9.1,NA,R (>= 3.1.2),NA,NA,"R.utils, R.rsp, markdown",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,4.3.3
lme4,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.1-37,NA,"R (>= 3.6.0), Matrix, methods, stats","graphics, grid, splines, utils, parallel, MASS, lattice, boot,
nlme (>= 3.1-123), minqa (>= 1.1.15), nloptr (>= 1.0.4),
reformulas (>= 0.3.0)","Rcpp (>= 0.10.5), RcppEigen (>= 0.3.3.9.4), Matrix (>=
1.2-3)","knitr, rmarkdown, MEMSS, testthat (>= 0.8.1), ggplot2,
mlmRev, optimx (>= 2013.8.6), gamm4, pbkrtest, HSAUR3,
numDeriv, car, dfoptim, mgcv, statmod, rr2, semEff, tibble,
merDeriv",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
